view_count,tag_count,video_id
1893902,17,F--A5Nzyqpc
1893797,25,TGf_WoC9KZA
1892986,7,9rPvCf9z-8c
1892913,19,pqxirkyOaas
1892729,1,ir7YWxPXOaU
1892645,21,ocExPv9XZcE
1891952,1,CACv8GHoBvE
1891569,25,l-x7O94hdc4
1891324,1,oigGsg8FwCM
1891017,1,MYWdClD9ems
1890428,1,N3f7OLt-WvY
1890405,1,iNlNWQtPm2A
1890386,47,TN6E1gyb4qQ
1889936,6,LnW1jIPYZnc
1889834,9,HS1k8l3mdvY
1889834,1,SXQ90lqYEuI
1889424,1,dYMYMfgMmEk
1889278,37,EAp1piWU4pQ
1888696,5,VaF92M2dKmQ
1888449,39,5Tj0mvrahbQ
1888440,9,w9ABwA_XONk
1888288,1,8Oy_CwU_aJM
1888211,41,j3GN_ZsgjOA
1887944,11,qOGQv0hJNJ8
1887741,6,gJ6bai9sxao
1887582,33,4uWL5KADkzg
1887475,26,zLvyEhGw11Y
1886871,33,2qFaA9xAeqA
1886637,13,7qVDpf3JtDw
1886308,20,GgX1ODd9tg8
1886291,25,nMIG5iGvylY
1886100,6,R2ZFZte8YTE
1885564,33,c3aLDCMBGok
1885005,15,zY9OyOJpV58
1884904,26,yYZiEcodd4U
1884643,1,ud7xOb8MXkE
1884596,37,mLOe7vGI0YI
1884539,47,FE_zsCkZOi8
1883915,15,PudNeMfDrHQ
1883913,1,RlMW0WgHSGg
1883422,19,C9wqCSsM2OM
1883028,5,4L7lorjoDqU
1882478,4,6e7avTKOfXY
1881823,16,MVMu3UmkBTE
1881781,23,uMjn_GDFrUA
1881678,13,dTqVocrDoy0
1881507,9,F4neLJQC1_E
1881459,1,YIWV5fSaUB8
1881413,25,5rFvbLzosII
1881308,28,gLi1xR6JMw0
1881146,6,Ops5qBV5GhQ
1881143,9,HC76gQ6b5WQ
1881001,29,PoNCG3PZKII
1880899,21,AuLa8iATjus
1879842,33,T8c1QNe8srQ
1879662,26,1sNZfvXInpM
1879021,39,kX-dwOlOjc4
1879000,74,LrzABJHRAI8
1878472,9,QHkjRDqp4Do
1878108,14,P9mNxJdq1nM
1877743,21,DcgWu4WT2xs
1877524,10,_3Ms5uRm9eU
1876726,13,mGBshW61EC0
1876468,1,ew9arh6dBHE
1876425,14,oYyWoovxq-8
1876198,19,i-dpPK_RYps
1875742,22,ftCjQ7OKFrs
1875660,16,zQZAIhP0H2A
1875246,30,5MNkRaqkBvU
1875043,40,bsOcCdOIM-M
1874437,7,lf_OPDvX7Jk
1874338,7,qdKcRU2KXDM
1874052,43,DWBaf5U6vQQ
1873930,18,N0cyC7PoK40
1873680,4,p58ihM9ptsg
1873676,10,7dmB1_g1GN0
1873457,16,lfoeZLp5A7k
1873217,1,hs_jApGNQPA
1872969,1,IThaQlpY0xI
1872852,14,fTyfUUJJKgc
1872845,20,AwvyrO_yM4c
1872527,28,taKKVBVoKhg
1872400,28,B1KhOizIx_0
1872203,24,apLSdNuUdKU
1871698,36,PP-XmuUDqBQ
1871655,20,cSET0gCXM1U
1871405,1,EsjDJ8XpIXw
1871402,10,FwoJkxtmCjw
1870979,21,eltZGridgi4
1870957,10,lKsaJcO5S4c
1870469,18,7k7mYBJZgpQ
1870215,3,fcLzRj9qBUY
1869814,22,9voN0gkdlS4
1869544,26,Qm9slXJiGhY
1869498,21,i_c4AY_VwFE
1868894,19,AsV-LIxUmpQ
1868688,26,hWpb-FwYy8s
1868624,18,YkmlPaGui5k
1868257,1,iiIvy1bLPHo
1868253,37,XrD1Jgg1aT8
1868085,4,bmqm4RQ_1P4
1868065,27,PGBeV-Hlqaw
1868036,7,ClY_7f4sYj4
1868002,7,bXty2IAk6_w
1867801,18,hef85Sni-GU
1867484,5,pDZdnbI0MAc
1867428,18,QTUfOuc5-uE
1867321,3,WRotzA0rqHU
1865886,29,NDk1GEkJyGs
1865871,25,yrnL2LnJJnY
1865807,24,bbA5p54Rw2M
1865734,29,NgovswOAZKU
1865529,26,bPEH4y1xC5A
1865435,1,4EuhuMZKmPA
1865429,8,FiB0k9m68oU
1865304,1,r8ZN7Yxi664
1865190,3,e1QLhMHm7OE
1865143,31,wekl2gAvkrU
1864714,11,hLQZ3S7dmxk
1864706,14,H0VPcPLtMwY
1864588,12,ZnQMqj-Sbec
1864440,8,Kx6AaUxj_tQ
1864131,37,_XSFFqeyfhg
1863776,30,VEMHU3gz7lw
1863421,42,P7Cyrr64Ow4
1863135,9,cg14EVOxiuQ
1863119,1,YAcVMBJewfI
1862921,17,BdVv1oXNQDU
1862651,20,k_UUdEODCe0
1862610,21,cylK0XOJsPs
1862539,32,4_OzoinTmw0
1862407,24,LTJyhf8Cfjg
1862246,27,FTRjjC1NBJA
1862236,10,IoOB38u5SQQ
1862102,27,1W-092lAuVs
1861847,14,gpzmn4ZoB5k
1861517,24,V9qbO58qwZI
1861083,6,9p_gg9UW9k4
1860604,34,W-WbQcSCh68
1860194,1,rj7Yo4AvCO8
1860127,19,Vsuq2QgPbC4
1860073,1,Ybc_WQJROqI
1859758,17,p35FvoNb1gc
1859458,9,22cRcIi75Oc
1859321,17,xYxEMalkzBA
1859294,1,S5_4wPW6jJQ
1859122,20,l6_nRqIz_9o
1858581,1,L4eUt2tNYT8
1858487,35,nCXyP7sl1Cg
1858316,4,XyFUU8s4rMo
1858032,23,lfP_5L8epow
1857869,12,ySyUnm9455A
1857739,1,gA6ppby3JC8
1857373,20,bXDuPFzm-hQ
1857281,20,eZZYzTkx1a8
1856979,12,lNQJSfZC670
1856914,3,uQLijBxN2PE
1856892,12,Dpr9j_Hj7B0
1856586,17,XEv0-W1HwuY
1856567,30,OBzQlqcH4J8
1856287,4,G46CwUscRpA
1856084,16,l_QF_syGIdA
1855917,1,jw94xrdKG4Q
1855903,16,Z-uTB6raZ-c
1855751,18,lTgsyZ0xE6Q
1855366,20,y_zudlv_lXg
1855024,1,z3EdGpEQV58
1854880,25,J2vaDppbL2Q
1854630,31,au1Z-3KzF8Y
1854543,11,jYnVKHMOFzc
1854131,31,CqNNOiZMldM
1853889,15,nqUN530Rgtw
1853803,30,jk9Djewv7_I
1853650,7,ndtURI_jqCM
1853557,3,A_zYVdG7wDg
1853276,6,brw-jN9b-Sg
1853119,6,sPLD6LS_TIk
1852894,22,u--7ZbFfnCk
1852608,22,T1unuIrlsGI
1852527,18,N3103Su_-cM
1852288,39,mhyny8vjBDU
1852209,24,0allwd60wS4
1852178,4,cE_zAoOHKHg
1851921,50,ws37N2wi-yg
1851564,10,iTgBMooI17I
1851415,1,P4Lshbq27nw
1851347,24,yfFd_I-jyZQ
1851264,14,ON9_T5DnMr8
1851123,51,tDFLtdCtwhc
1851085,1,xaS3waWZm2c
1851031,26,IcIkmPU9reU
1850698,1,KY5PmEt8FnU
1850280,13,ONA4o1rVsjc
1850176,32,YVeQ7RE5sRE
1850029,3,7ziWrneMYss
1849842,17,vvvMb1cY0EU
1849836,12,xtgtjJvJRg8
1849720,25,6MB67RZ0C1Q
1849658,16,hTgwv6Ic3fA
1849398,20,cB04Re6_Fp4
1849335,30,KUYV6jOs1J0
1849174,1,0DHMhd3mZOk
1848963,22,uwoMSsrmPb8
1848595,40,3DaFOa8FgOA
1848572,1,Jkq6LnL82mE
1848394,33,NSVKUwjJf5Q
1848137,21,YPj8iYdej18
1847719,9,HCURqfqL8sI
1847671,2,STeof5HqweQ
1847623,24,YMdCmAIyzKE
1847058,3,lXcteY6ev1I
1847020,26,HWDPbwiEuec
1846655,21,CbAAq64qaaE
1846622,7,S5BEa7R8_aY
1846560,20,_Wk7ZUYkrpI
1846376,22,A2DEo1hNMzo
1846326,1,JRT-Yq5U5PI
1846122,13,ANdG2DGm0CQ
1845731,29,l2Pe9ZN7-4c
1845694,18,s-BA0bx5rz4
1845650,1,8h6zkOfBBlU
1845282,1,83PqaduMjj8
1845230,8,QQA12hqCiZU
1844369,35,3rTb2SpzqHY
1843843,24,EWtLMrYXzqM
1843697,38,93UpSHztaq0
1843513,18,8AmBytdl7BM
1843414,30,H0reLvoauvg
1843229,12,oao_6QTCCiw
1843159,4,99_RpBtUJw8
1843082,8,86RL3kRbksQ
1843075,22,Vaz_Ex5nSDw
1842875,27,AVAb-iLIwfA
1842859,36,Lphz_Ll5XdU
1842645,4,iCFOcqsnc9Y
1842306,1,Dn6u3SdgGKI
1841471,7,rfYHOsAIAzI
1840987,39,1nLHIM2IPRY
1840981,32,AWEEbNhfW0Q
1840643,3,qimOzDn2iDw
1840603,19,mQ0dt_1GHnA
1840581,18,fbTAi-C7BTo
1840288,11,hPPpEALxZBQ
1840211,30,6DOOUeBUOYc
1840119,10,a6E2TF8uHOc
1839990,3,naQ0RuXB3fI
1839810,29,5l8g34AR6Eo
1839738,32,Kl7Ip3Yw9Fg
1839513,1,BsOmYpP4UDU
1839311,10,G_FUmf0T8YI
1839048,1,l9enZ2tuerQ
1838995,29,VPWCHplAHM4
1838676,9,ldX-ab758l8
1838054,10,JJXEq9IX1To
1837743,1,ujNMeR9aSYo
1837323,27,2hHAP7KBrzk
1837128,1,kUb0vHv5WA8
1837012,47,vDClqruySSI
1836746,4,__waU3NhyY0
1836166,26,OjaE2g4VOXI
1835912,5,qcL7yu1wXxA
1835622,26,afCRuGS5zJo
1835592,1,M2TheATSGQY
1835509,24,bmVqdvT61f0
1835046,27,Hd4dVBCzXNY
1834640,1,tP9CXknzx1I
1834609,26,fgG-oNQGnYk
1834567,29,Kiqesd_Tzxs
1834513,7,mgkKG2oGCgE
1834368,4,mxG5UfyIYTk
1834157,37,hDJFsBbtqmY
1834054,22,GuEkHIgR46k
1833854,11,IVHbzcr1-D8
1833612,14,BwSvr5iyzF0
1833441,1,tYRS9AHW1M4
1833032,12,10nsi3fB5Z0
1831725,32,WkDqWKKiH0o
1831484,18,CrjbS2eJ1Wk
1830417,33,IQ1MQsEyJQU
1830399,1,ErXimEIyZF8
1830346,1,B6aoap7-oLQ
1829927,1,Q369FUvrW9I
1829502,16,iS_YKpwD4e8
1829426,59,x_qSdnjhbw4
1829330,1,1lWxMne0NEk
1829254,13,kNoyCHvLXwI
1829237,12,mljX3wD98FE
1829223,16,JhZqYt5sVDk
1829101,41,gvKdZK_WKLE
1828780,7,sn_BfMJfhYQ
1828774,6,9bFgElOE9s0
1828679,40,_hyPif9yhX0
1828636,13,hs6ADjRbnLI
1828617,27,NEsBVxk1s7Y
1828517,1,F_ZmCCdIxLg
1828516,4,JSgrumHw-XA
1828403,31,fWdbo0i8v9g
1828152,38,kY8stpY4rrc
1827943,22,W0FE2Hjn30E
1827751,28,jvPRQxSyZ4k
1827736,26,x8_HoSJED0A
1827491,17,TgIx3OrnixI
1827340,19,F0q6IslolVE
1827200,50,7CjIQnNyFRM
1827189,16,mMT1V44rZTY
1826504,31,XoJsxF8zcZI
1826481,15,WbHGtGSwoGA
1826134,10,ipKBnyuxorA
1826076,10,2wIBcr9lxJs
1826037,1,MN9YLLQl7gE
1826008,13,a6HOuFwcmcE
1825825,7,GuQQvpJgLvg
1825812,13,20ZM9n3yp2E
1825812,9,YvEma6w0lC8
1825635,24,syItp7nKTik
1825438,26,DnCcFxZRxT4
1825304,28,Wc9_dsv5YYA
1825278,37,dEvnJp_Fbmw
1825167,1,1uOp1ZXRf90
1825077,20,-NYp271jGck
1825071,10,u7JnoRy2vng
1824704,11,WdTC-sgU7JA
1824245,34,cAOVJD6gB3I
1824149,21,OoAADKbO58A
1824127,32,SliqG_0MElo
1824108,21,nWq3e-BKMIc
1823949,1,OgQcWwBoI6Y
1823728,1,VK4yoTnAD28
1823404,7,7NH48v2aHKo
1822713,1,0n6Am1OFzLs
1822460,21,00A93Z5c3uk
1822439,16,O6zFq5nd0tU
1822239,13,NkuOJNBICyQ
1822041,6,IpSLadH6sNA
1821964,1,bBF4uR4uwH8
1821914,1,H6Jd149IVSY
1821885,44,kg16owoO1Dk
1821861,1,qSg3EDZSPJo
1821718,6,0BgNoGB3yKo
1821434,1,pa_NAQYnk-0
1821374,22,sBAavXmynRA
1821301,11,2iaCRaF8ET8
1821216,30,H0gYgu2sin0
1821126,1,-mukleOrEnY
1820982,11,xvawiYhSk2Q
1820865,1,9yFw-z6QDhc
1820744,49,k0lpFqj5puE
1820314,9,jzaay2ZvHG8
1819479,33,k89W1qG_WtE
1819476,8,8lnI-PENwSA
1819445,37,x8AAiVIO67E
1819399,37,4kPLpZN3I3A
1819363,20,D5wlgnAyBpE
1819214,30,UvfQO1op0eg
1819052,18,maVWvNkhgpM
1818530,3,XD6zGTNTy0Q
1818261,23,TcmMqjQnzMw
1818155,1,KSaRoTXkqE8
1818044,1,u5Ag6jBphcs
1817945,16,CTnShqfp1Xo
1817710,10,q6x7HwjdJJU
1817608,49,DFiQbvhR3Tc
1817560,2,9XSzwbFCFtc
1817415,22,vdkQWgZLrYA
1817384,9,Y5WMMFQUP4I
1816575,40,KBoXtp8GIp8
1816420,1,LLU5X98aozs
1816180,9,jiU0uBzj-Y8
1816114,28,CYEdn3rn8sg
1815958,23,ipKa7zzdtjw
1815862,30,YsIQF1mEmj8
1815796,25,m-SB3cpzLUU
1815528,32,9ny_X4QMPio
1815434,1,4qBU9rAzZns
1815249,18,TGmteJjCBhQ
1815223,28,jfV5OiG6z3I
1814954,12,vkB_3SKpnzU
1814836,34,4eQaRGxzkYk
1814587,3,jQcuBgKAdWk
1813829,16,mtDrR7nc-MY
1813611,29,c4Mlrg0iZps
1813598,4,3jag-SrvS-Q
1813520,14,cuEpWSVcR1k
1813512,29,dq8CiRKViqA
1813329,23,zcI6SFiK_yk
1813270,27,nDLfbHPEAGo
1813238,1,mQhBEw3gjSk
1813118,35,4AMUzQLGYRU
1813108,1,Hm8y9JjqATY
1812990,10,P4w1-oVWb3U
1812375,12,SYn485wNCI0
1812375,1,sZ6tUon37eI
1811861,18,kCoN2KB4MoY
1811825,17,Rljmut-Uvf8
1811657,23,KDthN45L57Q
1811247,6,5g4M_jwPHjg
1811192,1,tAztwrYHCWE
1810804,1,894lpym1FCw
1810743,14,g4XLge7Pmdo
1810682,1,KRxOd6IYliU
1810617,3,undSilfB3AQ
1810427,12,rhAhi9PKKwY
1810400,19,PoZgjTi9128
1810169,21,YvjuL6Bci6M
1809923,3,HPwM92Lzw1E
1809892,32,InJWCF5OkMo
1809848,1,hrqJ74vU8KM
1809819,18,-cmRLge67qo
1809437,24,sMkEWRoPVvY
1809148,26,hq_Zk4SeYBc
1809005,37,gqnETy_qMnI
1808819,21,a0R2-f8VlYc
1808706,5,oqICzYBjjTw
1808696,1,gkN-kPLP42w
1808119,26,SMNitvVs4k0
1808110,1,uVj6vs-738o
1807682,36,Lx1xPIZaL3E
1807593,7,H5KCHzVnyFQ
1807357,9,M1cz8sPaioA
1806894,1,4oNlTKsFMo8
1806440,16,0KBbBFjGYmQ
1806032,10,jovhrozCkyI
1805437,3,DZwy9Ob_P98
1805402,1,Pbdk_lBCxJk
1805400,30,GKaDcigq8q4
1805213,43,Md8kADJwMQ0
1804673,12,NZ-JgoftTTY
1804000,7,pkuxIy3kFZM
1803922,48,1mDklvkHeN8
1803877,48,nNQwun7SeAE
1803653,34,wvOAA1U0li8
1803622,30,vPbn3dMuksw
1803266,14,HXzhcfYlKFQ
1802911,1,ZbepW6dc4tg
1802856,9,qO9CUxFUCqE
1802647,8,yb4kLSp-Us8
1802576,46,P416UUerDVs
1802312,1,x3VluzZTReE
1802091,1,r0yV7yfj3DM
1801790,8,oW1KHXduHCM
1801699,16,FI79_ppwn8M
1801314,1,s53J6yifDEg
1801263,1,CgKfb1Nbcnc
1800520,19,OCU9k5iPXk8
1800377,1,X0XwIl5X96c
1800366,13,vs3XAWdeKeQ
1799912,28,rxqSuFffDNI
1799774,5,A6vZ8AnIFp0
1799514,8,q8sy5amb64A
1799487,4,OSdSVwi6kEc
1799305,54,XN3-__nZ_us
1799270,30,p1Tqr-tzTJc
1798890,7,TUffjcgf6Gg
1798724,1,BcQlv9DI-Rw
1798582,22,mpvqSEDMrl4
1798437,6,2nQUaH68eYw
1798354,22,cItM3dIGbFs
1798342,5,VVuxSkGlUZY
1798299,30,6nQ82QMD1c0
1798288,37,gOfVvuRpyvM
1798001,16,t72nquFeCQQ
1797689,21,rrh6DglDdow
1797669,39,bfT607nr51A
1797590,8,bHFc5ZfEdBQ
1797492,1,1PBmPN0tqys
1797475,1,MIL8Kl-r0bo
1797332,1,86DqjR5iP5k
1797271,6,Iy4K0VvWEqw
1797049,18,wxNkFOolK9c
1796859,11,vv_0qXfBfA4
1796846,21,pALkutZ82JE
1796833,12,udnkr-pMRa8
1796490,36,Xtth0XW6fqE
1796185,1,I6EE44c9Las
1796090,9,3J-p-ttmb8c
1795953,20,tLcHTdzykgk
1795810,36,PyLy4MgZXw0
1795425,1,xNz8gsAz9Pc
1795360,22,CdEqKWYhd48
1795329,1,scvPXEus_Gs
1795202,1,dzCY_A1W2Wk
1794981,18,bfpjlxgJMMc
1794947,36,i-uYAtlhLXY
1794767,20,MXM0TGZi2IY
1794555,13,1Jzw-fekOnE
1794515,4,_6XjfohyyRg
1794354,39,PJkTt9rxLtQ
1794196,16,Lg-Ctg6k_Ao
1794193,15,7lQeWU_chXE
1793941,15,pXqNg2YAzIQ
1793842,44,mMS9eYTvUTw
1793730,40,Obp-9BEZe1c
1793611,23,vxo5TmLgJMY
1793594,1,nq-epMpa0E8
1793429,4,nBOEwmDxjfU
1793303,30,Wv-Tr-sSoCs
1793118,24,nx2-4l4s4Nw
1792855,1,U7Vl8ycfaYo
1792667,27,mr9nfTqfQeA
1792656,7,FhGz7Buwjnk
1792276,5,l_x2LQZOzF8
1792258,8,Pctzq_pT2MU
1791907,1,B5Gm58g5Ffw
1791886,12,g7yKe_W_nRY
1791674,5,B14KGvONHT0
1791573,30,O3xRCsPLu-0
1791501,22,_uX6of3vBu0
1791483,28,eEQMtIX61LA
1791085,5,l0Xw6NMlRQ4
1790628,29,OZrftoPOXfY
1790175,42,MmlGJmiLTLo
1789992,10,oOAyQUBithQ
1789885,21,10ZVZIqf4uM
1789685,1,hldGGWN9HcI
1789674,34,f0aY2j-AWQQ
1789599,1,ynmAadmG00A
1789331,7,J-PK8t8vtSM
1789216,6,BHonX-HKjVs
1788704,35,0Uajw7boJgI
1788379,22,GRfHwHC-vPs
1788011,1,8i5BBR1yaJg
1787843,51,8Xx3YVtNnWY
1787087,10,fZ_Cisv9bPg
1787007,8,JVh5lV7KcaI
1786385,29,HZryl5nJr00
1786323,29,TVXCWwvp51s
1786234,1,HgFdMQnORtw
1786184,25,c_mnnxAtkqQ
1786033,19,3yvk0-u26f0
1785994,20,PlaHTPvI2OA
1785899,40,fp-HISlS3ZI
1785899,11,y6-Lr9XxO_A
1785704,21,ckwtQLlXZYQ
1785559,21,f0qO04Y9Pwk
1784793,1,i-C6au9MDvM
1784692,1,pyT7SES6uqI
1784362,27,9tqDJw1OMo4
1784179,6,QpkOyicefO0
1784003,1,kmtJajQSaDE
1783610,14,d5ezlY-28tQ
1783190,35,34LUDweqtms
1782976,12,Pii224aV-jY
1782717,34,oHbW-40AvlY
1782572,16,vhcM5GGaLYw
1782377,23,39pO-wFdv94
1782374,1,KV3fVY0nHw4
1781762,31,enCiEXz2zmc
1781670,25,kvVyKycCE4I
1781630,24,74LaDIdx64c
1781567,6,Tz8lAnZuwNI
1781281,27,Lyl-Yt7PBPo
1781203,7,LN9UeCVl7p8
1781093,22,-dxXYrQjUeA
1781089,45,Nu5VQC6qUQw
1781087,15,fqT81qdPpOw
1780896,8,EVYPt97q3vc
1780509,9,zTGd8TxWfDg
1779902,23,QQFoOs0Io-E
1779835,27,GzWffFXpI1w
1779744,17,hiE6RIPe6U4
1779658,41,yLnNQCM91xg
1779298,17,2Rq-9iR4sRw
1779277,5,T-_HKFjxVl0
1779014,23,ca_OO-kXpMU
1778983,17,OB0GxBELIQk
1778861,17,E604eZ81_YQ
1778672,16,jRDugVtO9XY
1778048,9,6TIsR_7nrNc
1777990,9,aYQW2VyTURk
1777792,17,2hE4inWXsZc
1777779,1,E03ILLUNYFc
1777777,3,Er-iLDdqb0M
1777601,24,UVXLPVnWoZk
1777573,3,TDhDbw6OXTE
1777288,11,p5mPzIexG3Y
1777179,30,a91l68GJK4w
1776857,6,ta_O63tJ4nE
1775814,1,Yz-21pHQa-Y
1775602,35,rd1pD72m-2U
1775586,26,LTa4Jx6DAQo
1775364,28,4PHGAPMdrAo
1775301,29,0IzIyM3jQvk
1774774,6,OzUVy-TO6KQ
1774526,1,MdAKrzOLQTg
1774248,23,1Yoc0OFhpsQ
1774232,43,tl57Gy5X_Kg
1774167,11,MxV1lfyG-ro
1774002,27,ObV-kDtLYiY
1773860,16,w5ffifqwIuQ
1773702,27,oB_zo9p07ok
1773652,11,p2YuQ37Asag
1772977,4,mZNBx6fWSX8
1772974,18,_r0XtVZW3ZQ
1772611,15,Ck57sOYq7YI
1772483,10,gdA1gWEty7U
1772004,1,N2O9lveUsyg
1771823,11,N3sdlur13pQ
1771671,2,ceWZslOfEjs
1771535,20,9TYtapB0fRk
1771270,28,SbCAu5t25m8
1771177,56,UIGI5PxvzEs
1771027,37,wvfR3XLXPvw
1770802,7,ylVylyurV84
1770434,1,Fh_zscTIQ70
1770353,9,kjAuUXdSFaM
1770217,30,FiEuMkRNQ7A
1770063,12,pu9l8M9Ll7E
1769937,26,VfOtgxp4Fng
1769639,20,qd2YRJ50ZJY
1769310,1,PohpFZZ-bMI
1769258,27,xvBszWXLqCE
1769192,9,gEIbo9dnQr0
1769072,1,AOtUD2890Ow
1769015,17,ScszWN9Dskg
1768825,1,qQsHZ87Q8uI
1768771,1,0gpFsnCz3HQ
1768718,4,XqHdKEEUPfI
1768658,9,0xrIoYlJWNo
1768643,8,fZvg42vBuc0
1768348,23,-7F5dKDPNb8
1768337,24,F4Z0GHWHe60
1768188,9,DScb0qzOLns
1768130,1,C3GKe7eXbPE
1768044,11,bIPEDNrnLyM
1767747,16,ZpZy4H6CEiY
1767660,24,zFO8_dLo8Oo
1767257,16,g6ZUo7uFcVQ
1766339,8,GhYOdwLVBYs
1766289,13,JRYVwriiQfk
1766154,1,SxVZmyYBjR0
1765025,1,RE4c5uk1dKw
1764995,18,NbdRLyixJpc
1764585,24,AkDJ9aMeh28
1764143,5,ym9MpAz5PNI
1764078,1,qGfiAA9Dlio
1763857,23,8IBg0D5aUhs
1763639,42,U6wDswTAfY4
1763398,8,C7YhaO87Ans
1762864,20,WUFx6Qyic-k
1762472,29,A1MB5DjH4vw
1762081,1,KizlhoUnes8
1761439,34,DwrHV-ILPe4
1761387,21,uzFQdIl9ZeU
1760691,6,IgOZxEM5l0I
1760151,2,uUj674eH1sE
1760043,21,KJ9coMcG8Vc
1759830,12,Kp-VT3WucLk
1759360,1,J5ZjNnQG0e8
1759181,41,csubk46La_M
1759033,1,uQYyChZSj00
1759026,25,_3Wah0P7uBM
1758842,42,mSq2h9vaiCk
1758756,13,KqrDcVt49x4
1758465,2,NTc469QNrBM
1758153,10,DjdFn1RYHDE
1757729,28,KMBE_hcSDTI
1757653,1,tC15BpYuMGs
1757168,1,Lc7o7ZB1Cow
1757123,7,oJAduOkltVw
1756877,19,9AKTrlXzsnI
1756702,18,pFaEGmwlucc
1756393,1,MReY1Oa1JGM
1756360,13,pvZKSlD9r1M
1756267,7,TS1w3wMJjRg
1755948,42,6OK_q9jLESo
1755787,40,gHQE7tULx6c
1755663,6,Udoizo-VBK4
1755460,1,9XMdzRYFwm8
1755454,23,fiEISEAN9U8
1755037,20,4lgwjiTiOzE
1755020,24,epKRJ6xSZWo
1754925,10,kqUUPueWUxE
1754637,23,4KiFSKLTj0U
1754541,33,G74Rbd2f8gg
1754316,15,wRWs3V-vTko
1754207,15,iMy8Ah4eQ8g
1754173,18,Z1IA_75pOgA
1753807,20,yij2FpHYdwE
1753706,25,bBmVVQnocjc
1753317,23,O_qgaOUR3Fo
1752221,37,abVzAUdLbOw
1752143,20,JX3OU5weSOQ
1751994,26,CtUIXnJKPgU
1751959,11,WmYoNo6tmho
1751955,1,oL0umpPPe-8
1751831,1,O6ipH_I_SM4
1750842,27,SWc-_NYzi6o
1750800,24,onZDAKJq6z4
1750624,1,YKRpmafNsck
1749986,22,RiGfuH7fFbA
1749975,12,kBTMaRUwOzg
1749587,27,DoOOPelMaYY
1749581,26,AnTwdQNau4I
1749482,18,z-EjlzKA460
1749203,21,A8_7Hlbshg0
1748779,12,YY8_bYNQs6Q
1748561,9,mhVCGl-Huqg
1748381,1,_NaIY3rH1f4
1748317,1,9oSCNT7oB2g
1747853,13,fkjAd5zhKDs
1747754,16,u-rqA24SikA
1747431,31,UNV6ZfY1Wp0
1747171,47,D2H32rORUeo
1747063,36,rs2Rcu0s_2k
1746995,47,AAraIJ5Is78
1746868,35,XLr-ljPTfFs
1746735,1,7JjPBibA4RY
1746674,7,AAfwfZr0EHo
1746654,13,jft49jbtbxU
1745686,1,DCUzkl9-nd8
1745678,32,bvpRnMHqsY4
1745016,1,k1GBGXFFdsA
1744929,19,pSIaIPHCQak
1744898,34,3VZzO2UENsQ
1744650,10,P4yOB06SDQk
1744642,13,gKgSvAyPFlU
1744303,23,BVZTqEooE0g
1744254,30,EeRuA2BNVZI
1744064,32,jtzHswxoDqc
1743894,21,h9MSHl40z-g
1743288,20,aX6pAN0sk7o
1743266,35,TjLHbTnUsfc
1742860,17,G0YdVFbyM5E
1742814,12,idX-x5W5O30
1742768,1,8H_D9YXO1fw
1742697,5,F9c6d5V_yaw
1742687,5,ZsqDjzwJfxw
1742026,10,7gProq2rmag
1741930,5,lE8yi_DlOmo
1741709,36,7rSNOU_T7mg
1741639,30,K6e43Rz__YM
1741406,3,QGoWbrDIamQ
1741227,23,ZTttgc0DPA4
1741159,10,7EaFjXVu7_c
1740963,1,pYpIIwymJ9s
1740896,23,TotdnNDrx1w
1740887,24,mmSVoTrlxGg
1740785,31,PnQWtrO31WA
1740674,41,UfgbZ5wJszs
1740280,2,ShtIZyZg5IA
1740268,25,nYrQYzapqNU
1740014,27,ElVShISbYS4
1739872,26,X4lYviqrgMk
1739671,5,MST-0jsOTN0
1739424,1,CgH6vhnAyrQ
1739210,33,lqJOMjdO390
1738860,28,ZOWW2lprpMY
1738719,28,jKnSC60XjTE
1738713,7,qgXco3yNwBc
1738498,16,GgT4HhPHU1w
1738164,1,XuUEk6e1LOE
1738064,13,kLfBA1sZaMU
1738004,13,iHVB6Ed44Ug
1737821,1,RE5Cn1i6WJc
1737791,22,o96DIP6ayLc
1737656,31,yxqniR7BBH4
1737655,52,JUFpIKx6y2c
1737345,18,i1Eh3WdR1mA
1736721,20,T1ivl-4Nu-Q
1736383,1,p3iu9-abhJM
1736243,19,RXWyuO3v4vM
1735989,20,Eupw-yTBkQI
1735788,1,SnMs4QbUwm0
1735786,40,wV7MI2w087k
1735709,18,I5ljfUaM5FA
1735554,20,yjZCBX4O1dM
1735500,3,TXkSXgL2sAE
1735392,15,yXGJryiSOYY
1735339,20,r5T4TMIXDqM
1735155,25,XDqbOoeWw30
1735144,1,WhcUE-W8lR8
1734987,10,HR-WxNVLZhQ
1734791,28,bKmadR4Ye54
1734764,32,JG0kgc_xGGU
1734137,17,UAL31sIclxQ
1733771,29,ofBB6HdUtLo
1733450,14,KByREO4gB0M
1733057,1,TGPzF-HhOkw
1732886,37,Ujaa3ar4hCA
1732778,1,IeLk0NE1V2s
1732752,30,Lrak0bZRTyo
1732666,15,SVsMN5WUL6g
1732275,17,y1bN8Av9jfg
1732190,49,bnQLE7Ii7ws
1732140,1,FS9SvGvbSgw
1731590,19,t40acQizet4
1731218,26,eWjz8_KMll4
1730837,2,n0b8eV4MwDo
1730834,61,XB5HtKtGijY
1730671,15,cSm4CpgLdp0
